	Site Name	Type	Billing Address	Billing City	Billing State/Province	Billing Zip/Postal Code	Grant	# Full Time Slots	# Three Quarter Time Slots	# Half Time Slots	# Reduced Half Time Slots	# Quarter-Time Slots	# Minimum Time Slots	# Abbreviated Time Slots	full_address
149	Holmes High School	Education-K thru 12	6500 Ingram Rd	San Antonio	TX	78238-3932	21-22 Communities In Schools of San Antonio ACTX					1.5			6500 Ingram Rd, San Antonio, TX 78238-3932
150	Hot Wells Middle School	Education-K thru 12	400 Hot Wells Blvd.	San Antonio	TX	78223	21-22 Communities In Schools of San Antonio ACTX					2			400 Hot Wells Blvd., San Antonio, TX 78223
151	Jefferson High School	Education-K thru 12	723 Donaldson Ave	San Antonio	TX	78201-4897	21-22 Communities In Schools of San Antonio ACTX					2			723 Donaldson Ave, San Antonio, TX 78201-4897
152	Jones Middle School	Education-K thru 12	1256 Pinn Rd	San Antonio	TX	78227 -1899	21-22 Communities In Schools of San Antonio ACTX						1		1256 Pinn Rd, San Antonio, TX 78227 -1899
153	Karen Wagner High School	Education-K thru 12	3000 N Foster Rd	San Antonio	TX	78244-1135	21-22 Communities In Schools of San Antonio ACTX					2			3000 N Foster Rd, San Antonio, TX 78244-1135
154	Kirby Middle School	Education-K thru 12	5441 Seguin Rd	San Antonio	TX	78219 -1097	21-22 Communities In Schools of San Antonio ACTX					0.25			5441 Seguin Rd, San Antonio, TX 78219 -1097
155	Lanier High School	Education-K thru 12	1514 W Cesar E Chavez Blvd	San Antonio	TX	78207-3992	21-22 Communities In Schools of San Antonio ACTX					2			1514 W Cesar E Chavez Blvd, San Antonio, TX 78207-3992
156	Lee High School	Education-K thru 12	1400 Jackson Keller Rd.	San Antonio	TX	78213- 3206	21-22 Communities In Schools of San Antonio ACTX					1	1		1400 Jackson Keller Rd., San Antonio, TX 78213- 3206
157	Legacy Middle School	Education-K thru 12	5903 South East Loop 410	San Antonio	TX	78263 -9701	21-22 Communities In Schools of San Antonio ACTX					2			5903 South East Loop 410, San Antonio, TX 78263 -9701
158	Longfellow Middle School	Education-K thru 12	1130 East Sunshine Dr	San Antonio	TX	78228 -2999	21-22 Communities In Schools of San Antonio ACTX					2			1130 East Sunshine Dr, San Antonio, TX 78228 -2999
159	Madison High School	Education-K thru 12	5005 Stahl Rd	San Antonio	TX	78247 -1799	21-22 Communities In Schools of San Antonio ACTX					1			5005 Stahl Rd, San Antonio, TX 78247 -1799
160	Margil Academy	Education-K thru 12	1000 Perez St	San Antonio	TX	78207-2334	21-22 Communities In Schools of San Antonio ACTX					2			1000 Perez St, San Antonio, TX 78207-2334
161	Martin Elementary School	Education-K thru 12	730 Canterbury Dr	San Antonio	TX	78228-6500	21-22 Communities In Schools of San Antonio ACTX					1	1		730 Canterbury Dr, San Antonio, TX 78228-6500
162	McDermott Elementary School	Education-K thru 12	5111 USAA Blvd	San Antonio	TX	78240-5010	21-22 Communities In Schools of San Antonio ACTX					2			5111 USAA Blvd, San Antonio, TX 78240-5010
163	Meadow Village Elementary School	Education-K thru 12	1406 Meadow Way Dr	San Antonio	TX	78227-1658	21-22 Communities In Schools of San Antonio ACTX						2		1406 Meadow Way Dr, San Antonio, TX 78227-1658
164	Memorial High School	Education-K thru 12	1227 Memorial St	San Antonio	TX	78228	21-22 Communities In Schools of San Antonio ACTX					2			1227 Memorial St, San Antonio, TX 78228
165	Montgomery Elementary School	Education-K thru 12	7047 Montgomery Dr	San Antonio	TX	78239-3322	21-22 Communities In Schools of San Antonio ACTX						2		7047 Montgomery Dr, San Antonio, TX 78239-3322
166	P F Stewart Elementary School	Education-K thru 12	1950 Rigsby Ave	San Antonio	TX	78210 -4433	21-22 Communities In Schools of San Antonio ACTX						2		1950 Rigsby Ave, San Antonio, TX 78210 -4433
167	Park Village Elementary School	Education-K thru 12	5855 East Midcrown Dr	San Antonio	TX	78218 -4199	21-22 Communities In Schools of San Antonio ACTX					1	1		5855 East Midcrown Dr, San Antonio, TX 78218 -4199
168	Passmore Elementary	Education-K thru 12	570 Pinn Rd	San Antonio	TX	78227-1234	21-22 Communities In Schools of San Antonio ACTX					1	1		570 Pinn Rd, San Antonio, TX 78227-1234
169	Poe Middle School	Education-K thru 12	814 Aransas Ave	San Antonio	TX	78210-2212	21-22 Communities In Schools of San Antonio ACTX						1		814 Aransas Ave, San Antonio, TX 78210-2212
170	Sam Houston High School	Education-K thru 12	635 E Houston St	San Antonio	TX	78220- 2325	21-22 Communities In Schools of San Antonio ACTX					2			635 E Houston St, San Antonio, TX 78220- 2325
171	Schenck Elementary School	Education-K thru 12	101 Kate Schenck Ave	San Antonio	TX	78223-3305	21-22 Communities In Schools of San Antonio ACTX					2			101 Kate Schenck Ave, San Antonio, TX 78223-3305
172	Southwest High School	Education-K thru 12	11690 Dragon Ln	San Antonio	TX	78252-2647	21-22 Communities In Schools of San Antonio ACTX					1			11690 Dragon Ln, San Antonio, TX 78252-2647
173	Southwest Legacy High School	Education-K thru 12	4495 SW Verano Parkway	Von Ormy	TX	78073-4331	21-22 Communities In Schools of San Antonio ACTX					1			4495 SW Verano Parkway, Von Ormy, TX 78073-4331
174	Tafolla Middle School	Education-K thru 12	1303 W. Ceasar E. Chavez Blvd	San Antonio	TX	78207- 3935	21-22 Communities In Schools of San Antonio ACTX					1			1303 W. Ceasar E. Chavez Blvd, San Antonio, TX 78207- 3935
175	Terrell Wells Middle School	Education-K thru 12	422 W Hutchins Pl	San Antonio	TX	78221-2798	21-22 Communities In Schools of San Antonio ACTX					0.5			422 W Hutchins Pl, San Antonio, TX 78221-2798
176	Travis Early College High School	Education-K thru 12	1915 N Main Ave	San Antonio	TX	78212	21-22 Communities In Schools of San Antonio ACTX					1.5			1915 N Main Ave, San Antonio, TX 78212
177	Villarreal Elementary School	Education-K thru 12	2902 White Tail Rd	San Antonio	TX	78228-2749	21-22 Communities In Schools of San Antonio ACTX					1			2902 White Tail Rd, San Antonio, TX 78228-2749
178	Walzem Elementary School	Education-K thru 12	4618 Walzem Rd	San Antonio	TX	78218-1609	21-22 Communities In Schools of San Antonio ACTX						1		4618 Walzem Rd, San Antonio, TX 78218-1609
179	Westwood Terrace Elementary School	Education-K thru 12	2315 Hackamore Ln	San Antonio	TX	 78227-2747	21-22 Communities In Schools of San Antonio ACTX					2			2315 Hackamore Ln, San Antonio, TX 78227-2747
180	Whittier Middle School	Education-K thru 12	2101 Edison Dr	San Antonio	TX	78201 -3499	21-22 Communities In Schools of San Antonio ACTX					1	1		2101 Edison Dr, San Antonio, TX 78201 -3499
181	Woodlake Elementary School	Education-K thru 12	5501 Lakebend East Dr	San Antonio	TX	78244-1616	21-22 Communities In Schools of San Antonio ACTX					3			5501 Lakebend East Dr, San Antonio, TX 78244-1616
182	Woodlake Hills Middle School	Education-K thru 12	6625 Woodlake Pkwy	San Antonio	TX	78244-1465	21-22 Communities In Schools of San Antonio ACTX					1			6625 Woodlake Pkwy, San Antonio, TX 78244-1465
183	Oliver Wendell Holmes Middle School	Education-K thru 12	2001 E Kiest Blvd	Dallas	TX	75216-3326	21-22 City Year Dallas ACTX	10							2001 E Kiest Blvd, Dallas, TX 75216-3326
184	E.B. Comstock Middle School	Education-K thru 12	7044 Hodde Street	Dallas	TX	75217-4830	21-22 City Year Dallas ACTX	10							7044 Hodde Street, Dallas, TX 75217-4830
185	H. Grady Spruce High School	Education-K thru 12	9733 Old Seagoville Road	Dallas	TX	75217-7744	21-22 City Year Dallas ACTX	10							9733 Old Seagoville Road, Dallas, TX 75217-7744
186	Franklin D. Roosevelt High School	Education-K thru 12	525 Bonnie View Road	Dallas	TX	75203-3556	21-22 City Year Dallas ACTX	8							525 Bonnie View Road, Dallas, TX 75203-3556
187	Maple Lawn Elementary School	Education-K thru 12	3120 Inwood Road	Dallas	TX	75235-7626	21-22 City Year Dallas ACTX	10							3120 Inwood Road, Dallas, TX 75235-7626
188	Elisha M. Pease Elementary School	Education-K thru 12	2914 Cummings St	Dallas	TX	75216-7235	21-22 City Year Dallas ACTX	10							2914 Cummings St, Dallas, TX 75216-7235
189	Harrell Budd Elementary School	Education-K thru 12	2121 S. Marsalis Avenue	Dallas	TX	75216-2311	21-22 City Year Dallas ACTX	8							2121 S. Marsalis Avenue, Dallas, TX 75216-2311
190	John Neely Bryan Elementary School	Education-K thru 12	2001 Deer Path Drive	Dallas	TX	75216-4601	21-22 City Year Dallas ACTX	8							2001 Deer Path Drive, Dallas, TX 75216-4601
191	William B. Miller Elementary School	Education-K thru 12	3111 Bonnie View Road	Dallas	TX	75216-3494	21-22 City Year Dallas ACTX	8							3111 Bonnie View Road, Dallas, TX 75216-3494
192	Cedar Crest Elementary School	Education-K thru 12	2020 Mouser Lane	Dallas	TX	75203-3942	21-22 City Year Dallas ACTX	8							2020 Mouser Lane, Dallas, TX 75203-3942
193	Lanier High School	Education-K thru 12	1514 West Durango Blvd	SAN ANTONIO	TX	78207-3992	21-22 City Year San Antonio ACTX	15							1514 West Durango Blvd, SAN ANTONIO, TX 78207-3992
194	Rhodes Middle School	Education-K thru 12	3000 Tampico St	SAN ANTONIO	TX	78207-6498	21-22 City Year San Antonio ACTX	12							3000 Tampico St, SAN ANTONIO, TX 78207-6498
195	Tafolla Middle School	Education-K thru 12	1303 West Cesar East Chavez Bl	SAN ANTONIO	TX	78207-3997	21-22 City Year San Antonio ACTX	13							1303 West Cesar East Chavez Bl, SAN ANTONIO, TX 78207-3997
196	Antonio Margil Academy	Education-K thru 12	1000 Perez St	SAN ANTONIO	TX	78207-2334	21-22 City Year San Antonio ACTX	11							1000 Perez St, SAN ANTONIO, TX 78207-2334
197	Sam Houston High School	Education-K thru 12	4635 East Houston St	SAN ANTONIO	TX	78220-1792	21-22 City Year San Antonio ACTX	9							4635 East Houston St, SAN ANTONIO, TX 78220-1792
198	Davis Middle School	Education-K thru 12	4702 East Houston St	SAN ANTONIO	TX	78220-3397	21-22 City Year San Antonio ACTX	10							4702 East Houston St, SAN ANTONIO, TX 78220-3397
199	Carvajal Elementary School	Education-K thru 12	225 Arizona	SAN ANTONIO	TX	78207-6411	21-22 City Year San Antonio ACTX	9							225 Arizona, SAN ANTONIO, TX 78207-6411
200	Sarah King Elementary School	Education-K thru 12	1001 Ceralvo St 	SAN ANTONIO	TX	78207-7119	21-22 City Year San Antonio ACTX	11							1001 Ceralvo St, SAN ANTONIO, TX 78207-7119
201	Austin Street Center	Nonprofit	2929 Hickory St	Dallas	TX	75226-2123	21-22 CitySquare ACTX					3			2929 Hickory St, Dallas, TX 75226-2123
202	BOOM	Nonprofit	4478 S Marsalis Ave	Dallas	TX	75216-6738	21-22 CitySquare ACTX						6		4478 S Marsalis Ave, Dallas, TX 75216-6738
203	BridgeBuilders	Nonprofit	6601 Bexar St	Dallas	TX	75215-5543	21-22 CitySquare ACTX				8.0		6		6601 Bexar St, Dallas, TX 75215-5543
204	Carter's House	Nonprofit	2500 Romine Ave	Dallas	TX	75215-3755	21-22 CitySquare ACTX					6			2500 Romine Ave, Dallas, TX 75215-3755
205	CitySquare - Community Life	Nonprofit	511 N Akard St	Dallas	TX	75201-6601	21-22 CitySquare ACTX					3			511 N Akard St, Dallas, TX 75201-6601
